Date	Open	High	Low	Close 	Adj Close 	Volume
Nov 18, 2024	49.96	50.79	49.84	50.61	50.09	7,472,000
Nov 15, 2024	50.27	50.65	49.74	49.90	49.38	13,570,800
Nov 14, 2024	51.29	51.29	50.24	50.31	49.79	10,345,100
Nov 13, 2024	50.91	51.68	50.76	51.17	50.64	7,130,600
Nov 12, 2024	50.94	51.26	50.38	50.76	50.23	7,564,600
Nov 11, 2024	50.88	51.46	50.79	51.04	50.51	8,192,500
Nov 8, 2024	49.77	50.36	49.35	50.21	49.69	8,615,300
Nov 7, 2024	50.84	51.01	49.34	49.56	49.05	9,625,900
Nov 6, 2024	50.28	51.76	50.00	51.26	50.73	17,523,400
Nov 5, 2024	47.29	47.87	47.22	47.61	47.12	4,379,800
Nov 4, 2024	47.86	47.87	47.14	47.19	46.70	7,720,400
Nov 1, 2024	48.71	48.96	47.82	47.84	47.34	5,480,400
Oct 31, 2024	48.67	48.82	48.23	48.31	47.81	6,913,200
Oct 30, 2024	48.22	49.37	48.22	48.68	48.18	8,434,500
Oct 29, 2024	48.42	48.70	48.06	48.22	47.72	7,499,700
Oct 28, 2024	48.12	48.69	47.94	48.59	48.09	5,781,000
Oct 25, 2024	48.85	48.95	47.69	47.74	47.25	6,601,300
Oct 24, 2024	48.47	48.73	48.20	48.45	47.95	7,804,500
Oct 23, 2024	47.81	48.53	47.78	48.53	48.03	6,844,500
Oct 22, 2024	47.74	48.15	47.42	48.03	47.53	6,854,200
Oct 21, 2024	49.03	49.16	47.86	47.92	47.42	6,648,300
Oct 18, 2024	50.11	50.15	48.96	49.16	48.65	10,983,600
Oct 17, 2024	49.87	50.47	49.10	49.97	49.45	16,053,100
Oct 16, 2024	48.74	50.11	48.74	49.21	48.70	27,957,200
Oct 15, 2024	47.45	48.08	46.94	47.00	46.51	8,595,500
Oct 14, 2024	46.19	47.20	46.09	47.12	46.63	8,166,700
Oct 11, 2024	45.40	46.58	45.34	46.26	45.78	8,809,000
Oct 10, 2024	44.90	45.06	44.50	44.94	44.47	5,310,700
Oct 9, 2024	44.33	45.15	44.15	45.10	44.63	6,848,300
Oct 8, 2024	44.57	44.73	44.16	44.26	43.80	4,588,000
Oct 7, 2024	44.58	44.69	44.03	44.47	44.01	5,108,400
Oct 4, 2024	44.72	44.95	44.17	44.70	44.24	5,438,000
Oct 3, 2024	44.04	44.11	43.44	43.98	43.52	4,513,200
Oct 2, 2024	44.47	44.91	44.01	44.25	43.79	6,114,300
Oct 1, 2024	45.38	45.42	44.32	44.46	44.00	6,272,800
Sep 30, 2024	0.50 Dividend
Sep 30, 2024	45.27	45.78	44.87	45.73	45.26	7,028,300
Sep 27, 2024	45.52	45.95	45.22	45.48	44.51	6,884,700
Sep 26, 2024	45.03	45.43	44.24	45.30	44.34	9,679,400
Sep 25, 2024	45.68	45.68	44.70	44.75	43.80	6,848,400
Sep 24, 2024	45.86	45.98	45.28	45.64	44.67	6,197,600
Sep 23, 2024	46.14	46.30	45.76	45.86	44.89	5,205,600
Sep 20, 2024	46.29	46.37	45.84	46.01	45.03	11,026,200
Sep 19, 2024	46.28	46.62	45.60	46.47	45.48	9,002,000
Sep 18, 2024	44.74	45.81	44.61	45.18	44.22	11,035,300
Sep 17, 2024	44.98	45.28	44.53	44.68	43.73	6,286,600
Sep 16, 2024	44.85	45.13	44.32	44.69	43.74	9,524,500
Sep 13, 2024	44.16	44.74	44.11	44.62	43.67	8,757,300
Sep 12, 2024	45.38	45.97	43.49	43.85	42.92	14,746,700
Sep 11, 2024	44.64	44.80	43.58	44.75	43.80	8,448,600
Sep 10, 2024	45.40	45.40	44.02	45.03	44.07	7,000,600
Sep 9, 2024	44.93	45.44	44.77	45.26	44.30	7,146,200
Sep 6, 2024	45.61	45.94	44.33	44.49	43.54	7,635,400
Sep 5, 2024	46.54	46.54	45.42	45.54	44.57	5,971,200
Sep 4, 2024	46.35	46.81	45.89	46.06	45.08	5,999,600
Sep 3, 2024	47.28	47.31	46.21	46.39	45.40	7,980,300
Aug 30, 2024	46.67	47.31	46.60	47.23	46.23	14,262,600
Aug 29, 2024	46.37	46.77	45.51	46.53	45.54	7,064,700
Aug 28, 2024	45.57	46.39	45.57	46.13	45.15	6,213,900
Aug 27, 2024	45.60	45.78	45.45	45.73	44.76	5,458,000
Aug 26, 2024	45.75	45.83	45.42	45.62	44.65	5,849,800
Aug 23, 2024	44.51	45.60	44.34	45.39	44.43	5,094,500
Aug 22, 2024	43.69	44.23	43.69	44.19	43.25	4,836,900
Aug 21, 2024	43.85	43.99	43.28	43.70	42.77	4,262,100
Aug 20, 2024	43.48	43.95	43.39	43.74	42.81	6,587,400
Aug 19, 2024	43.25	43.67	43.25	43.66	42.73	4,575,400
Aug 16, 2024	42.81	43.33	42.81	43.19	42.27	5,369,500
Aug 15, 2024	43.05	43.31	42.72	42.81	41.90	6,512,700
Aug 14, 2024	42.44	42.49	42.05	42.34	41.44	8,036,100
Aug 13, 2024	41.82	42.42	41.43	42.40	41.50	7,457,100
Aug 12, 2024	42.24	42.65	41.32	41.47	40.59	7,619,900
Aug 9, 2024	41.61	42.14	41.61	42.07	41.18	6,486,600
Aug 8, 2024	41.79	42.20	41.54	41.76	40.87	6,364,500
Aug 7, 2024	42.39	42.74	41.33	41.39	40.51	6,841,000
Aug 6, 2024	40.74	42.06	40.52	41.67	40.78	9,184,800
Aug 5, 2024	41.13	41.40	40.41	40.80	39.93	10,994,200
Aug 2, 2024	42.66	42.75	41.96	42.35	41.45	8,485,500
Aug 1, 2024	44.92	44.92	43.32	43.48	42.56	11,219,500
Jul 31, 2024	45.51	45.55	44.76	44.88	43.93	8,859,200
Jul 30, 2024	45.58	45.88	45.22	45.47	44.50	8,211,000
Jul 29, 2024	45.60	45.69	45.13	45.37	44.41	5,011,200
Jul 26, 2024	45.19	45.66	45.06	45.46	44.49	5,681,700
Jul 25, 2024	44.77	45.72	44.60	45.09	44.13	9,489,900
Jul 24, 2024	45.59	45.84	44.71	44.77	43.82	8,059,400
Jul 23, 2024	44.84	45.68	44.68	45.55	44.58	8,131,500
Jul 22, 2024	44.63	45.22	43.96	45.04	44.08	12,327,600
Jul 19, 2024	44.74	44.97	44.26	44.76	43.81	11,842,300
Jul 18, 2024	44.79	45.63	44.37	44.41	43.47	17,219,300
Jul 17, 2024	43.98	45.66	43.80	45.26	44.30	21,306,500
Jul 16, 2024	42.58	43.44	42.35	43.29	42.37	12,869,800
Jul 15, 2024	42.60	42.93	42.32	42.35	41.45	10,435,600
Jul 12, 2024	41.98	42.45	41.66	42.10	41.21	8,322,000
Jul 11, 2024	41.23	42.11	41.17	41.93	41.04	9,239,000
Jul 10, 2024	40.00	40.83	39.81	40.80	39.93	9,598,500
Jul 9, 2024	39.18	40.06	39.07	39.87	39.02	8,003,000
Jul 8, 2024	39.15	39.52	39.05	39.46	38.62	5,295,000
Jul 5, 2024	39.52	39.56	38.89	39.04	38.21	5,656,000
Jul 3, 2024	39.98	40.28	39.51	39.51	38.67	3,715,500
Jul 2, 2024	39.13	40.06	39.05	39.97	39.12	9,381,300
Jul 1, 2024	39.81	39.95	39.07	39.24	38.41	8,068,900
Jun 28, 2024	0.49 Dividend
Jun 28, 2024	39.54	40.08	39.32	39.70	38.86	12,212,200
Jun 27, 2024	39.22	39.71	38.87	39.68	38.36	6,874,500
Jun 26, 2024	39.71	40.01	39.35	39.71	38.39	7,854,700
Jun 25, 2024	40.38	40.59	39.67	40.02	38.69	6,901,000
Jun 24, 2024	39.89	40.82	39.71	40.55	39.20	9,549,100
Jun 21, 2024	39.05	39.85	38.72	39.70	38.38	16,343,800
Jun 20, 2024	39.11	39.34	38.87	39.28	37.97	6,710,900
Jun 18, 2024	39.00	39.41	38.86	39.29	37.98	6,308,900
Jun 17, 2024	38.70	39.14	38.48	39.09	37.79	5,697,600
Jun 14, 2024	38.76	39.09	38.47	38.83	37.54	5,121,900
Jun 13, 2024	39.18	39.50	38.74	39.26	37.95	5,935,900
Jun 12, 2024	39.61	40.11	39.13	39.28	37.97	10,299,900
Jun 11, 2024	38.69	38.82	37.81	38.45	37.17	12,501,000
Jun 10, 2024	38.65	39.08	38.30	38.75	37.46	10,632,700
Jun 7, 2024	38.71	39.37	38.70	39.02	37.72	8,218,100
Jun 6, 2024	39.08	39.36	38.75	39.02	37.72	6,331,800
Jun 5, 2024	39.07	39.10	38.32	39.08	37.78	12,487,800
Jun 4, 2024	39.35	39.87	38.90	38.96	37.66	9,953,400
Jun 3, 2024	40.76	40.80	39.31	39.73	38.41	6,361,800
May 31, 2024	39.65	40.60	39.53	40.55	39.20	9,153,500
May 30, 2024	39.40	39.55	38.76	39.38	38.07	6,229,100
May 29, 2024	39.16	39.16	38.64	39.04	37.74	6,229,500
May 28, 2024	40.61	40.71	39.65	39.77	38.44	7,657,200
May 24, 2024	40.15	40.54	40.04	40.53	39.18	6,155,900
May 23, 2024	40.80	40.85	39.76	40.02	38.69	7,452,400
May 22, 2024	40.82	41.23	40.60	40.77	39.41	5,802,000
May 21, 2024	40.88	41.22	40.83	41.18	39.81	6,315,200
May 20, 2024	41.43	41.64	40.85	40.89	39.53	9,935,500
May 17, 2024	41.96	41.96	41.31	41.43	40.05	11,360,600
May 16, 2024	42.07	42.26	41.59	41.65	40.26	9,488,700
May 15, 2024	42.46	42.61	41.95	42.22	40.81	7,752,700
May 14, 2024	41.65	42.29	41.63	41.95	40.55	5,627,900
May 13, 2024	42.00	42.23	41.49	41.49	40.11	4,846,400
May 10, 2024	41.70	41.91	41.61	41.85	40.46	4,867,500
May 9, 2024	41.51	41.87	41.26	41.54	40.16	6,414,400
May 8, 2024	41.23	41.79	41.06	41.69	40.30	8,906,000
May 7, 2024	42.00	42.08	41.41	41.58	40.19	8,732,100
May 6, 2024	41.76	41.94	41.42	41.82	40.43	6,430,200
May 3, 2024	41.55	41.83	41.24	41.41	40.03	5,091,200
May 2, 2024	41.61	41.68	40.60	40.97	39.60	6,760,700
May 1, 2024	40.59	41.81	40.53	41.05	39.68	6,359,400
Apr 30, 2024	41.05	41.26	40.58	40.63	39.28	8,861,600
Apr 29, 2024	41.22	41.51	41.08	41.29	39.91	4,647,200
Apr 26, 2024	41.00	41.55	40.86	41.12	39.75	4,512,200
Apr 25, 2024	41.34	41.74	40.38	40.99	39.62	6,602,200
Apr 24, 2024	40.53	41.73	40.43	41.61	40.22	6,550,300
Apr 23, 2024	41.13	41.26	40.81	40.97	39.60	7,079,900
Apr 22, 2024	40.68	41.37	40.24	41.05	39.68	8,630,700
Apr 19, 2024	39.46	40.46	39.41	40.45	39.10	12,061,400
Apr 18, 2024	39.41	40.15	39.19	39.44	38.13	9,878,700
Apr 17, 2024	39.50	39.97	38.79	39.52	38.20	14,178,500
Apr 16, 2024	41.25	41.27	40.39	41.00	39.63	9,549,800
Apr 15, 2024	42.06	42.84	41.10	41.44	40.06	10,232,800
Apr 12, 2024	41.21	41.73	41.18	41.58	40.19	6,741,800
Apr 11, 2024	42.20	42.20	41.21	41.92	40.52	6,829,700
Apr 10, 2024	43.01	43.04	41.87	42.03	40.63	7,584,400
Apr 9, 2024	43.82	44.02	43.41	43.94	42.48	5,701,800
Apr 8, 2024	43.29	44.01	43.06	43.72	42.26	6,159,500
Apr 5, 2024	42.75	43.30	42.66	43.03	41.60	4,580,700
Apr 4, 2024	43.57	44.03	42.73	42.92	41.49	6,491,400
Apr 3, 2024	43.23	43.77	43.01	43.11	41.67	5,866,400
Apr 2, 2024	43.69	43.95	43.12	43.23	41.79	6,462,200
Apr 1, 2024	44.58	44.75	43.89	43.95	42.49	4,824,900
Mar 28, 2024	44.42	44.91	44.30	44.70	43.21	7,595,000
Mar 27, 2024	0.49 Dividend
Mar 27, 2024	43.30	44.02	43.26	44.00	42.53	6,167,200
Mar 26, 2024	44.00	44.00	43.47	43.53	41.61	5,267,500
Mar 25, 2024	43.75	44.30	43.46	43.55	41.62	6,424,600
Mar 22, 2024	44.93	45.04	43.58	43.59	41.66	6,698,000
Mar 21, 2024	43.75	44.74	43.70	44.45	42.48	8,572,300
Mar 20, 2024	41.92	43.68	41.89	43.46	41.54	7,998,400
Mar 19, 2024	42.40	42.65	42.09	42.22	40.35	6,080,300
Mar 18, 2024	42.47	42.49	41.69	42.47	40.59	8,168,200
Mar 15, 2024	41.93	42.78	41.93	42.08	40.22	32,597,000
Mar 14, 2024	43.09	43.55	42.09	42.35	40.48	7,461,100
Mar 13, 2024	43.23	44.07	43.23	43.47	41.55	5,756,800
Mar 12, 2024	43.39	43.64	43.09	43.21	41.30	5,941,500
Mar 11, 2024	43.17	43.78	43.03	43.52	41.60	8,241,900
Mar 8, 2024	43.77	43.82	43.17	43.26	41.35	6,677,500
Mar 7, 2024	43.45	43.76	43.06	43.34	41.42	7,524,400
Mar 6, 2024	43.06	43.28	42.12	43.09	41.18	10,526,700
Mar 5, 2024	42.51	43.77	42.51	43.25	41.34	9,523,700
Mar 4, 2024	42.42	43.50	42.13	42.70	40.81	10,499,700
Mar 1, 2024	41.61	41.90	40.93	41.42	39.59	8,899,400
Feb 29, 2024	41.74	42.18	41.49	41.96	40.10	9,000,700
Feb 28, 2024	41.10	41.55	40.85	41.22	39.40	6,768,200
Feb 27, 2024	41.25	41.86	41.08	41.37	39.54	6,489,100
Feb 26, 2024	41.11	41.43	40.65	40.84	39.03	6,154,100
Feb 23, 2024	41.37	41.68	41.09	41.36	39.53	6,424,400
Feb 22, 2024	41.35	42.04	41.08	41.35	39.52	10,999,900
Feb 21, 2024	40.96	41.06	40.33	40.82	39.02	8,312,200
Feb 20, 2024	41.11	41.55	40.91	41.14	39.32	7,328,500
Feb 16, 2024	41.15	41.82	40.82	41.49	39.66	7,287,500
Feb 15, 2024	40.86	41.72	40.77	41.55	39.71	7,064,200
Feb 14, 2024	40.46	40.70	40.09	40.50	38.71	5,904,900
Feb 13, 2024	40.23	40.48	39.41	39.93	38.16	9,106,200
Feb 12, 2024	40.23	41.44	40.14	41.07	39.25	10,304,800
Feb 9, 2024	40.30	40.39	39.77	40.18	38.40	10,684,700
Feb 8, 2024	39.70	40.42	39.39	40.37	38.59	7,601,600
Feb 7, 2024	40.24	40.32	38.87	39.91	38.15	12,255,300
Feb 6, 2024	40.05	40.51	39.92	40.10	38.33	8,728,400
Feb 5, 2024	40.44	40.49	39.92	40.10	38.33	8,880,300
Feb 2, 2024	40.50	41.11	40.07	40.84	39.03	11,269,300
Feb 1, 2024	41.58	41.69	39.97	40.89	39.08	16,002,800
Jan 31, 2024	42.46	42.99	41.40	41.54	39.70	13,026,100
Jan 30, 2024	42.87	43.40	42.68	43.34	41.42	8,055,300
